ID,Name in English,Countries,Country codes alpha 3,Degree of endangerment,Number of speakers,Latitude,Longitude,Description of the location
208,Marrithiyel,Australia,AUS,Critically endangered,25,-13.806,130.0451,
2554,Massep,Indonesia,IDN,Critically endangered,25,-1.7575,138.3178,Irian Jaya
2556,Mor,Indonesia,IDN,Severely endangered,25,-2.8607,132.7697,Irian Jaya
2006,Pisamira,Colombia,COL,Critically endangered,25,1.0656,-70.4388,"Localidad de Yacayacá, en la orilla derecha del río Vaupés, a unos 35 Km. al sur este de Mitú"
629,Sakurabiat,Brazil,BRA,Severely endangered,25,-12.967,-61.2652,
1107,Surel,Nepal,NPL,Critically endangered,25,27.6969,86.3058,Dolakhā district
776,Upper Kuskokwim,United States of America,USA,Critically endangered,25,63.0091,-154.3889,the Upper Kuskokwim River drainage 
45,Zumaya,Cameroon,CMR,Critically endangered,25,10.5323,14.3591,
837,Kashaya,United States of America,USA,Critically endangered,24,38.6603,-123.3045,Along the California coast near the mouth of the Russian River.
2037,Kavalan,China,CHN,Critically endangered,24,24.7393,121.6996,Taiwan Province
241,Wardaman,Australia,AUS,Severely endangered,24,-14.9925,131.9293,
848,Washo,United States of America,USA,Severely endangered,24,38.9226,-119.7256,Washoe Tribe of Nevada and California
200,Kuku Yalanji,Australia,AUS,Severely endangered,23,-15.8148,144.9316,
445,Sām,Nepal,NPL,Severely endangered,23,27.3595,86.9979,"Saṅkhuvā Sabhā and Bhojpur districts, along Irkhuvā river"
990,Southwestern Tlapanec,Mexico,MEX,Vulnerable,23,16.9629,-99.0953,"Municipality of Ayutla de los Libres, state of Guerrero"
165,Alawa,Australia,AUS,Critically endangered,22,-16.4676,134.0771,
2263,Tobian,Palau,PLW,Critically endangered,22,2.9594,131.8084,Tabi (Hatobohei) Island
1769,Bara (Brazil),Brazil,BRA,Vulnerable,21,0.3515,-68.9721,
1265,Ixcatec,Mexico,MEX,Critically endangered,21,17.8493,-97.181,"Locality of Santa María Ixcatlán in the municipality of Santa María Ixcatlán, state of Oaxaca"
685,Añu,Venezuela (Bolivarian Republic of),VEN,Critically endangered,20,11.022,-71.7352,"Sinamaica, Santa Rosa de Agua, El Moján, islas de Toas y San Carlos (northwest of Zulia state, Venezuela)"
2176,Barzani Jewish Neo-Aramaic (Israel),Israel,ISR,Critically endangered,20,31.7888,35.1947,Jerusalem and vicinity.  Population originally immigrated from the province of Irbil in Iraqi Kurdistan.
1315,Bom,Sierra Leone,SLE,Severely endangered,20,7.3188,-11.9915,
171,Bundjalung,Australia,AUS,Severely endangered,20,-28.9998,152.9077,
1991,Chung (Cambodia),Cambodia,KHM,Critically endangered,20,10.6875,103.8084,
2531,Dusner,Indonesia,IDN,Critically endangered,20,-2.7139,134.3888,Irian Jaya
472,Forest Enets,Russian Federation,RUS,Critically endangered,20,68.6836,86.2727,the village of Potapovo in Dudinka County in the former Taymyr (Dolgan and Nenets) Autonomous District
2534,Foya,Indonesia,IDN,Critically endangered,20,-2.4107,138.6996,"Upper Bu River, Irian Jaya"
2108,Hermit,Papua New Guinea,PNG,Critically endangered,20,-2.0869,146.9311,Manus
192,Jawoyn,Australia,AUS,Severely endangered,20,-14.2004,132.55,
1940,Kamasa,Papua New Guinea,PNG,Critically endangered,20,-6.95,146.2,Morobe
2040,Kanakanabu,China,CHN,Critically endangered,20,23.1463,120.6782,Taiwan Province
2542,Kembra,Indonesia,IDN,Critically endangered,20,-3.908,140.3942,Irian Jaya
452,Kilen,"China, Russian Federation","CHN, RUS",Critically endangered,20,47.4689,133.8574,"Raohe County in the northeast of Heilongjiang Province, China; possibly also Pozharskoye County in Maritime (Primor’ye) Region, the Russian Federation"
1316,Kim,Sierra Leone,SLE,Critically endangered,20,7.2425,-11.9476,
183,Koko Bera,Australia,AUS,Severely endangered,20,-15.6865,141.5917,
1806,Kulina Páno,Brazil,BRA,Severely endangered,20,-5.6597,-71.5429,
621,Leco,Bolivia (Plurinational State of),BOL,Critically endangered,20,-15.586,-67.9064,On Guanay and Coroico rivers (department of La Paz).
2599,Loun,Indonesia,IDN,Critically endangered,20,-2.8717,128.8366,"West Seram Island, Maluku"
2550,Mander,Indonesia,IDN,Critically endangered,20,-2.4341,138.7284,Irian Jaya
205,Mangarla,Australia,AUS,Critically endangered,20,-20.159,122.6513,
207,Maringarr,Australia,AUS,Critically endangered,20,-14.1525,129.6166,
2036,Nataoran,China,CHN,Critically endangered,20,24.0088,121.5898,Taiwan Province
824,Nez Perce,United States of America,USA,Critically endangered,20,46.4347,-116.8268,"The Upriver dialect is spoken by a handful of elders at Kamiah and Lapwai on the Nez Perce Reservation in north-central Idaho, and several more on the Colville Reservation in eastern Washington.  The Downriver dialect is mainly preserved by a few speakers on the Umatilla Reservation in Oregon "
2648,Nisvai,Vanuatu,VUT,Critically endangered,20,-16.4492,167.7117,Malekula
227,Nyamal,Australia,AUS,Severely endangered,20,-21.4019,119.3225,
229,Nyikina,Australia,AUS,Severely endangered,20,-18.2613,124.6179,
860,Panamint,United States of America,USA,Critically endangered,20,36.4555,-116.8666,"Communities are located in Lone Pine, Death Valley, and Darwin, California and Beatty, Nevada."
400,Pite Saami,"Norway, Sweden","NOR, SWE",Critically endangered,20,66.0447,17.8857,originally most parts of Arjeplog County in Norrbotten Province (Pite Lappmark) in Sweden and adjacent area in Norway
650,Qawasqar,Chile,CHL,Critically endangered,20,-49.6391,-74.3554,"Puerto Edén, on Wellington Island, Magallanes region, Chile"
2230,Red Gelao (Viet Nam),Viet Nam,VNM,Critically endangered,20,23.1666,105.25,
23,Somyev,"Cameroon, Nigeria","CMR, NGA",Critically endangered,20,6.9318,11.5136,
419,Ume Saami,Sweden,SWE,Critically endangered,20,65.1091,18.2153,"Arvidsjaur County and the southeastern corner of Arjeplog County in Norrbotten Province (Pite Lappmark) and Malå and Sorsele counties and the northern Tärna region in Storuman County in Västerbotten Province (Lycksele Lappmark), Sweden; formerly also Rana County in Nordland Province, Norway"
2575,Usku,Indonesia,IDN,Critically endangered,20,-3.5449,140.7499,Irian Jaya
423,Vote,Russian Federation,RUS,Critically endangered,20,59.5858,28.4518,"Kingisepp County in the west of St. Petersburg (Leningrad) Province, concentrated in the villages of Krakol’e (Jõgõperä) and Peski-Luzhitsy (Liivtšülä-Luuditsa), until recently also in Kotly (Kattila) and Mezhniki (Rajo), which belong to the area of the Western dialect; the last speakers of Eastern Vote, in Icipino (Itšäpäivä), died probably in the 1960s, and those of the distinct, Ingrian-influenced dialect of Kurovitsy (Kukkusi) in the 1980s"
244,Wajarri,Australia,AUS,Severely endangered,20,-26.8841,116.6748,
238,Wambaya,Australia,AUS,Critically endangered,20,-17.7696,134.923,
1857,Warekena (Brazil),Brazil,BRA,Critically endangered,20,0.7909,-68.3789,
2231,White Gelao (Viet Nam),Viet Nam,VNM,Severely endangered,20,23.2,105.3333,
970,Mixtec of Tlaltempan,Mexico,MEX,Definitely endangered,19,18.6166,-98.0833,"Municipality of Santa Catarina Tlaltempan, state of Puebla"
317,Uruak,Venezuela (Bolivarian Republic of),VEN,Critically endangered,19,3.9957,-63.5888,"State of Bolívar, Venezuela. State of Roraima, Brazil."
1953,Pacahuara,Bolivia (Plurinational State of),BOL,Critically endangered,18,-11.4369,-65.6762,
2133,Ririo,Solomon Islands,SLB,Critically endangered,18,-6.91,156.9671,Choiseul
1957,Ava-Canoeiro,Brazil,BRA,Critically endangered,16,-14.0847,-48.0418,"Brazil, States of Goiás and Tocantins"
1876,Chorotega,Costa Rica,CRI,Critically endangered,16,9.8991,-83.6855,Near Turrialba according to Ethnologue
475,Ainu (Hokkaido),Japan,JPN,Critically endangered,15,43.2612,142.8222,the island of Hokkaido
174,Jaminjung,Australia,AUS,Severely endangered,15,-15.2417,130.5725,
2510,Mwesen,Vanuatu,VUT,Critically endangered,15,-13.874,167.5415,"Vanua Lava Island, Banks Islands"
2376,Sechelt,Canada,CAN,Critically endangered,15,50.0846,-123.7437,Spread over 1 communities in Canada
161,Tanana,United States of America,USA,Critically endangered,15,64.605,-149.0625,"villages of Minto and Nenana, was also spoken in a number of villages on the Tanana River"
153,Ingalik,United States of America,USA,Critically endangered,14,62.1655,-156.3134,
176,Jingulu,Australia,AUS,Severely endangered,14,-17.3716,134.187,
942,Zapotec of Mixtepe,Mexico,MEX,Critically endangered,14,16.2666,-96.3666,"Locality of San Agustín Mixtepec, state of Oaxaca"
2578,Woria,Indonesia,IDN,Critically endangered,13,-2.4011,136.4886,Irian Jaya
572,Aruá,Brazil,BRA,Severely endangered,12,-12.0285,-64.7094,"The group lives in indigenous lands of Rio Branco, Posto Indígena Rio Guaporé, southern Rondônia "
1459,Han (United States of America),United States of America,USA,Critically endangered,12,64.7837,-141.2172,"Eagle, Alaska and Dawson in Canada"
780,Hupa,United States of America,USA,Critically endangered,12,41.7624,-123.7028,Hoopa Valley Reservation in northwest California
826,Karuk,United States of America,USA,Severely endangered,12,41.7929,-123.3763,Karuk Tribe of the Klamath River in northwestern California
790,Makah,United States of America,USA,Critically endangered,12,48.3658,-124.6118,"Southern Wakashan language spoken by the Makah Tribe, at Neah Bay on the northwest tip of the Olympic Peninsula in Washington State.  "
2079,Ngaatjatjara,Australia,AUS,Severely endangered,12,-25.1651,127.3535,
219,Ngaliwuru,Australia,AUS,Critically endangered,12,-15.5595,131.0614,
637,Ofayé,Brazil,BRA,Critically endangered,12,-21.361,-52.0532,"The group lives in the indigenous lands Ofaié-Xavante, Brasilândia Municipality, Mato Grosso do Sul State - Brazil.  "
234,Umpila,Australia,AUS,Severely endangered,12,-13.0366,143.3386,
775,Yurok,United States of America,USA,Critically endangered,12,41.0607,-124.1413,"Yurok Tribe of northwestern California and of three nearby independent rancherias of Yurok heritage, Reseghini, Big Lagoon, and Trinidad (Cher-Ae). "
1794,Kinikinau,Brazil,BRA,Critically endangered,11,-21.0685,-56.2765,"Aldeia São Joâo, RI Kadiwéu, Municipality of Porto Murtinho, West of the Mato Grosso do Sul State (MS). Some Kinikinau live in Terena villages, in MS."
236,Wagiman,Australia,AUS,Severely endangered,11,-14.1845,131.6546,
829,Achumawi,United States of America,USA,Critically endangered,10,40.8816,-122.6715,"Both Achumawi and Atsugewi are heritage languages of the Pit River Tribe, which is organized into 11 bands representing the tribal groups with traditional territory along Pit River. "
2160,Arho,New Caledonia (France),NCL,Critically endangered,10,-21.274,165.0503,Poya region
891,Arikara,United States of America,USA,Critically endangered,10,47.648,-101.8327,"The modern Arikara, one of the Three Affiliated Tribes, share the Fort Berthold Reservation in North Dakota with the Mandan and Hidatsa, primarily in the communities of White Shield and Parshall. "
515,Ayizi,China,CHN,Critically endangered,10,24.5964,103.7329,
2143,Bangsa,Vanuatu,VUT,Critically endangered,10,-16.146,167.389,Malekula
1864,Ch'orti' (Honduras),Honduras,HND,Critically endangered,10,14.9364,-88.865,Department of Copán
1002,Chung (Thailand),Thailand,THA,Critically endangered,10,14.4897,99.1661,
763,Copper Island Aleut,Russian Federation,RUS,Critically endangered,10,54.7753,167.5662,"all on Bering Island, one of the Commander Islands in the west of the Aleutian chain, near Kamchatka, in Kamchatka Province, where Copper Island Aleuts were translocated in the 1960s; Copper Island Aleut is a mixed language of (the Attu dialect of) Aleut and Russian, which originally developed in the mid-19th century on Copper Island, the other of the Commander Islands, among Aleut speakers who had been moved there from Attu Island in Alaska"
764,Gros Ventre,United States of America,USA,Critically endangered,10,48.4824,-108.7639,Fort Belknap Reservation in north-central Montana
115,Gweno,United Republic of Tanzania,TZA,Critically endangered,10,-3.7135,37.6501,
2591,Hoti,Indonesia,IDN,Critically endangered,10,-3.0143,130.3692,"East Seram Island, Maluku"
2593,Hulung,Indonesia,IDN,Critically endangered,10,-2.8614,128.5606,"West Seram Island, Maluku"
2594,Ibu,Indonesia,IDN,Critically endangered,10,1.5269,127.5265,"North Halmahera Island, Maluku"
1867,Iranxe,Brazil,BRA,Critically endangered,10,-12.6939,-57.843,
2595,Kamarian,Indonesia,IDN,Critically endangered,10,-3.4366,128.5345,"West Seram Island, Maluku"
194,Karajarri,Australia,AUS,Critically endangered,10,-19.0205,122.3437,
613,Karipuna,Brazil,BRA,Definitely endangered,10,-10.2284,-64.5556,"Indigenous lands Karipuna, north-western Rondônia, Upper Madeira River - Brazil."
615,Katawixi,Brazil,BRA,Critically endangered,10,-8.8416,-66.0937,"The group lives in the indigenous lands Jacareúba/Katawixi, Jacareúba River, a right-bank tributary of the Purus River, Municipality of Canutama, Amazonas State - Brazil."
863,Kawaiisu,United States of America,USA,Critically endangered,10,35.0589,-118.4026,
1450,Khövsgöl Uryangkhay,Mongolia,MNG,Critically endangered,10,50.9722,101.3159,to the east of Lake Khövsgöl in Khövsgöl League in the northernmost region of Mongolia
1880,Krenak,Brazil,BRA,Critically endangered,10,-19.1937,-41.1527,
199,Kurrama,Australia,AUS,Critically endangered,10,-21.6383,117.9711,
202,Lardil,Australia,AUS,Critically endangered,10,-16.5526,139.3176,
2270,Lom,Indonesia,IDN,Critically endangered,10,-1.6751,105.8917,Sumatra
2644,Lorediakarkar,Vanuatu,VUT,Critically endangered,10,-15.1967,167.0498,Central East Coast of Santo Island
203,Madngele,Australia,AUS,Critically endangered,10,-13.3789,130.5395,
214,Malak Malak,Australia,AUS,Critically endangered,10,-13.7713,130.6384,
454,Manchu (Amur),China,CHN,Critically endangered,10,49.7666,127.5,Dawujia village in Aihui County of Heihe Prefecture of Heilongjiang Province; Manchu was originally spoken all over historical Manchuria; it includes the extinct Jurchen
453,Manchu (Nonni),China,CHN,Critically endangered,10,48.0083,124.3542,Sanjiazi village in Fuyu County of Heilongjiang Province; Manchu was originally spoken all over historical Manchuria; it includes the extinct Jurchen
884,Mandan,United States of America,USA,Critically endangered,10,47.5165,-102.2461,"Mandan, at Twin Buttes, ND,  is one of the Three Affiliated Tribes, sharing  the Fort Berthold Reservation in North Dakota with Hidatsa and the Arikara.    "
206,Marrisyefin,Australia,AUS,Critically endangered,10,-13.934,129.8254,
1655,Massalat,Chad,TCD,Critically endangered,10,12.7635,20.5993,
2144,Matanvat,Vanuatu,VUT,Critically endangered,10,-15.8972,167.1947,Malekula
627,Matipu,Brazil,BRA,Critically endangered,10,-12.2366,-53.1875,"The group lives in the indigenous lands Parque Indígena do Xingu, in the villages Magijapei, Jagamü, Künga-Hünga, Municipality of Gaúcha do Norte and Querência, Mato Grosso State - Brazil."
1674,Mawayana (Brazil),"Brazil, Suriname","BRA, SUR",Critically endangered,10,-0.9447,-58.2495,
1326,Munsee (Canada),Canada,CAN,Critically endangered,10,42.57,-81.879,Spread over 4 communities in Canada
2148,Naati,Vanuatu,VUT,Critically endangered,10,-16.515,167.4645,Malekula
223,Ngardi,Australia,AUS,Critically endangered,10,-20.6327,128.5839,
110,Ngbinda,Democratic Republic of the Congo,ZAI,Critically endangered,10,4.6092,27.0812,
1465,Northern Paiute (Idaho),United States of America,USA,Critically endangered,10,43.0439,-112.4566,"Sho-Ban Tribe of Fort Hall Reservation, Idaho. Speakers of Northern Paiute are found in communities in Oregon, Nevada, California, and Idaho."
2604,Nusa Laut,Indonesia,IDN,Critically endangered,10,-3.6833,128.8,"Nusa Laut and Lease Islands, Maluku"
269,Oneida (Wisconsin),United States of America,USA,Critically endangered,10,44.5158,-88.0075,"At Green Bay, WI; Oneida, NY. In Canada: Thames River near London, Ontario."
270,Onondaga (New York),United States of America,USA,Critically endangered,10,43.047,-76.1422,"Near Syracuse, NY; Six Nations Reserve, Ontario, Canada."
887,Osage,United States of America,USA,Critically endangered,10,36.6683,-96.3316,"In  northeastern Oklahoma, around Pawhuska."
1840,Parintintin,Brazil,BRA,Critically endangered,10,-6.5773,-61.7871,
892,Pawnee,United States of America,USA,Critically endangered,10,36.3372,-96.8032,In Pawnee County in north central Oklahoma.
2698,Puari,Papua New Guinea,PNG,Critically endangered,10,-2.8689,141.6577,Sandaun (West Sepik) Province
231,Rembarrnga,Australia,AUS,Critically endangered,10,-13.3896,133.6706,
2125,Sene,Papua New Guinea,PNG,Critically endangered,10,-6.3753,147.7825,Morobe Province
2155,Sowa,Vanuatu,VUT,Critically endangered,10,-15.8609,168.1842,Pentecost
2706,Susuami,Papua New Guinea,PNG,Critically endangered,10,-7.2044,146.5493,"Upper Watut River valley, outside Bulolo town, Morobe Province"
2707,Taap,Papua New Guinea,PNG,Critically endangered,10,-6.146,146.3955,"Kaiapit District, Morobe Province"
2153,Tape,Vanuatu,VUT,Critically endangered,10,-16.0953,167.3094,Malekula
416,Ter Saami,Russian Federation,RUS,Critically endangered,10,68.0638,38.7063,"earlier the eastern parts of Lovozero County in Murmansk Province, from where the speakers were translocated to Lovozero"
2041,Thao,China,CHN,Critically endangered,10,23.8808,120.9206,Taiwan Province
819,Tule-Kaweah Yokuts,United States of America,USA,Critically endangered,10,36.0269,-118.7213,"In the Sierra Nevada foothills along the Tule and Kaweah Rivers, east of Porterville, CA; Tule River Reservation."
502,Tundra Enets,Russian Federation,RUS,Critically endangered,10,71.6973,83.5839,the village of Vorontsovo in Ust’-Yeniseysk County in the former Taymyr (Dolgan and Nenets) Autonomous District
893,Wichita,United States of America,USA,Critically endangered,10,35.0647,-98.2788,"Today Wichita live in Caddo County in central Oklahoma,  in and around the town of Anadarko."
1942,Xambioá,Brazil,BRA,Critically endangered,10,-7.1717,-49.1583,"Parque Indígena do Araguaia, States of Tocantins and Goiás, Brazil
Karajá, Javaé, and Xambioá are dialects on one language, all having the self-designation iny [i'nã].  Javaé is the most divergent according to Ribeiro."
1509,Yawalapiti,Brazil,BRA,Critically endangered,10,-12.1702,-53.3365,"Terra Indígena do Xingu, Alto Xingu, Estado de Mato Grosso"
251,Yiiji,Australia,AUS,Critically endangered,10,-15.8458,127.6281,
995,Arára Shawãdáwa,Brazil,BRA,Critically endangered,9,-8.581,-72.29,
201,Kuuku Ya'u,Australia,AUS,Critically endangered,9,-12.0185,142.8112,
221,Ngandi,Australia,AUS,Critically endangered,9,-13.6459,135.2087,
217,Ngarluma,Australia,AUS,Critically endangered,9,-21.1664,117.3339,
668,Zaparo,"Ecuador, Peru","ECU, PER",Critically endangered,9,-2.2186,-76.5087,Ecuador: Province of Pastaza.
78,Ongota,Ethiopia,ETH,Critically endangered,8,5.3207,37.2244,
575,Ajuru,Brazil,BRA,Severely endangered,8,-12.0178,-64.7534,"The group living in indigenous lands Rio Guaporé, south-western Rondônia  - Brazil"
2515,Araki,Vanuatu,VUT,Critically endangered,8,-15.6322,166.9413,"Araki Island, Santo"
913,Ayapanec,Mexico,MEX,Critically endangered,8,18.2241,-93.1108,"Locality of Ayapa, Municipality of Jalpa de Méndez, state of Tabasco"
1400,Busuu,Cameroon,CMR,Critically endangered,8,6.8282,10.1087,
583,Chamicuro,Peru,PER,Critically endangered,8,-5.5285,-75.5969,"Departamento de Loreto, provincia  de Alto Amazonas, distrito de  Lagunas, localidad de Pampa Hermosa (en un afluente del río Huallaga)"
437,Dumi,Nepal,NPL,Critically endangered,8,27.3095,86.7521,Khoṭāṅ district.
195,Kayardild,Australia,AUS,Critically endangered,8,-17.1197,139.4604,
636,Munichi,Peru,PER,Critically endangered,8,-5.8182,-76.1846,"En el poblado de  Muniches, cerca de  Yurimaguas, en el departamento de  Loreto"
132,N|uu,South Africa,ZAF,Critically endangered,8,-28.5169,21.4453,"4 speakers in the Upington area (pointer), 1 in Oifantshoek area, 3 in Andriesvale-Witdraai area. Rumors about two possible speakers in Khwa."
664,Xetá,Brazil,BRA,Critically endangered,8,-23.2867,-53.3935,"Brazil, Paraná State"
805,Kiksht,United States of America,USA,Critically endangered,7,44.2708,-121.2871,The Wasco variety is represented by five elderly speakers on the Warm Springs Reservation in north-central Oregon.  The Wishram variety is spoken by two elders on the Yakama Reservation in eastern Washington
2114,Makolkol,Papua New Guinea,PNG,Critically endangered,7,-4.8994,151.6827,East New Britain
567,Akuntsu,Brazil,BRA,Critically endangered,6,-13.1169,-61.018,"The group lives in indigenous lands Rio Omoréré, south-eastern Rondônia  - Brazil"
1663,Anambé,Brazil,BRA,Critically endangered,6,-2.7674,-49.2297,
2071,Arabana,Australia,AUS,Critically endangered,6,-28.6134,135.8349,
844,Ipai,United States of America,USA,Critically endangered,6,32.9359,-116.868,"Four communities in northwestern San Diego County, including Mesa Grande, Santa Ysabel, San Pasqual, and Barona.  "
369,Karaim (Western Ukraine),Ukraine,UKR,Critically endangered,6,50.7538,25.3351,towns of Luts’k (Lutsk) and Halych (Galich)
820,Kings River Yokuts,United States of America,USA,Critically endangered,6,36.9104,-118.9261,"East of Fresno, CA."
133,Korana,South Africa,ZAF,Critically endangered,6,-26.9352,24.1254,
204,Mangarrayi,Australia,AUS,Critically endangered,6,-14.8067,133.8793,
815,Northern Sierra Miwok,United States of America,USA,Critically endangered,6,38.4008,-120.5351,Spoken at the Jackson Rancheria near Westpoint
2655,Abaga,Papua New Guinea,PNG,Critically endangered,5,-6.1883,145.5976,"North of Henganofi, around Kisi, Eastern Highlands Province, eastern part of the Goroka District"
163,"Aleut (Western, Commander Islands)",Russian Federation,RUS,Critically endangered,5,55.171,166.094,"Bering Island, one of the Commander Islands in the west of the Aleutian chain, near Kamchatka, in Kamchatka Province; moved there from Attu Island in Alaska in the early 19th century; cf. Copper Island Aleut"
2417,Aqaw Gelao,China,CHN,Critically endangered,5,28.7447,106.0714,
2142,Aveteian,Vanuatu,VUT,Critically endangered,5,-16.3985,167.4213,Malekula
719,Central Selkup,Russian Federation,RUS,Critically endangered,5,59.8903,82.0129,mainly the eastern parts of Kargasok and Parabel’ counties in Tomsk Province
1789,Cocama-Cocamilla (Brazil),Brazil,BRA,Critically endangered,5,-1.8043,-66.5332,
178,Dyirbal,Australia,AUS,Critically endangered,5,-18.0205,145.4809,
2077,Gamilaraay,Australia,AUS,Critically endangered,5,-29.7929,149.7106,
2722,Great andamanese,India,IND,Critically endangered,5,12.2326,92.9031,Middle and North Adaman
600,Guató,Brazil,BRA,Critically endangered,5,-17.644,-57.6562,"Indigenous lands Guató, extreme north-western Mato Grosso do Sul State, on the border between Bolivia and Mato Grosso and Mato Grosso do Sul states, north of Corumbá - Mato Grosso do Sul - Brazil."
152,Holikachuk,United States of America,USA,Critically endangered,5,64.2254,-155.3027,
527,Iduh (Viet Nam),Viet Nam,VNM,Critically endangered,5,19.4162,104.487,
2200,Isarog Agta,Philippines,PHL,Critically endangered,5,13.6805,123.3805,
606,Itonama,Bolivia (Plurinational State of),BOL,Critically endangered,5,-13.6246,-63.5668,"Magdalena and Huacaraje, province of Iténez, department of Beni"
609,Juma,Brazil,BRA,Critically endangered,5,-7.4496,-63.8195,"The group lives in indigenous lands Juma, upper courses of the Ipixuna, Mucuim, Tabocal, and Jacaré rivers (tributaries of the Purus), on the Igarapé Tapiu (right tributary of the Içuã), Municipality of Canutama between the cities of Humaita and Lábrea - Amazonas State - Brazil"
960,Kalispel,United States of America,USA,Critically endangered,5,48.2549,-117.2174,"Kalispel Reservation in northeastern Washington, Spokane Reservation, and Chewelah."
611,Kanoê,Brazil,BRA,Critically endangered,5,-13.1222,-61.051,The group lives in indigenous lands Rio Guaporé and Rio Branco Municipalities of  Guajará-Mirim and Alta Floresta d’Oeste- Rondônia state  - Brazil.
2549,Liki,Indonesia,IDN,Critically endangered,5,-1.6202,138.738,"Like Island, Irian Jaya"
869,Luiseño,United States of America,USA,Critically endangered,5,33.4622,-117.1269,"Descendants live at the La Jolla, Rincon, Pauma, Pechanga, and Pala Reservations, and in the town of San Juan Capistrano.  "
793,Lushootseed,United States of America,USA,Critically endangered,5,47.6074,-122.5681,"Upper Skagit, Swinomish, Suquamish, Muckleshoot, Puyallup, and Nisqually Reservations, and especially the Tulalip Reservation near Marysville, WA."
455,Manchurian Kirghiz,China,CHN,Critically endangered,5,47.8,124.2,Fuyu County in Heilongjiang Province in China; extinct since the early twentieth century in Hulun Buir League in Inner Mongolia
2551,Mansim,Indonesia,IDN,Critically endangered,5,-0.9008,134.0441,Irian Jaya
2146,Naman,Vanuatu,VUT,Critically endangered,5,-16.1216,167.4337,Malekula
2147,Nasarian,Vanuatu,VUT,Critically endangered,5,-16.3517,167.4659,Malekula
2149,Navwien,Vanuatu,VUT,Critically endangered,5,-16.469,167.4975,Malekula
40,Ndai,Cameroon,CMR,Critically endangered,5,8.399,14.1641,
218,Ngalakan,Australia,AUS,Critically endangered,5,-14.5729,134.4946,
2150,Nivat,Vanuatu,VUT,Critically endangered,5,-16.1302,167.3835,Malekula
2151,Niviar,Vanuatu,VUT,Critically endangered,5,-16.1302,167.3945,Malekula
2513,Olrat,Vanuatu,VUT,Critically endangered,5,-14.2796,167.4302,Gaua Island
640,Oro Win,Brazil,BRA,Critically endangered,5,-11.6683,-65.1379,Not mutually intelligible with Warí.  Moré is still more distant.
1958,Paunaca,Bolivia (Plurinational State of),BOL,Critically endangered,5,-16.573,-61.4355,
651,Resígaro,Peru,PER,Critically endangered,5,-2.7674,-71.7187,"Loreto, prov. de  Mariscal Castilla, cuenca  del río  Yahuasyaco, en aldeas de  boras ( tal como Brillo Nuevo) "
2152,Sorsorian,Vanuatu,VUT,Critically endangered,5,-16.4709,167.6499,Malekula
679,Southern Selkup,Russian Federation,RUS,Critically endangered,5,58.6626,85.8581,Kolpashevo and Upper Ket’ (Verkhneketskiy) counties in Tomsk Province and adjacent parts of Krasnoyarsk Region in the Russian Federation; formerly spoken further to the south
1359,Tuzantec,Mexico,MEX,Critically endangered,5,15.1455,-92.4232,"Municipality of Tuzantán, state of Chiapas"
2154,Umbrul,Vanuatu,VUT,Critically endangered,5,,,Malekula
2138,Vano,Solomon Islands,SLB,Critically endangered,5,-11.6286,166.8383,Vanikoro
249,Wunambal,Australia,AUS,Critically endangered,5,-15.6124,125.0024,
902,Yuchi,United States of America,USA,Critically endangered,5,36.0009,-96.0988,"In northeastern Oklahoma, near Sapulpa, Hectorsville, and Bristow."
2521,Bonerif,Indonesia,IDN,Critically endangered,4,-2.1088,139.2352,Irian Jaya
802,Coeur d'Alene,United States of America,USA,Critically endangered,4,43.3433,-116.8873,Coeur d’Alene Reservation in northern Idaho
2074,Dharawal,Australia,AUS,Critically endangered,4,-34.7235,150.5786,
2106,Guranalum,Papua New Guinea,PNG,Critically endangered,4,-4.3464,152.8417,New Ireland
2266,Lengilu,Indonesia,IDN,Critically endangered,4,3.7327,115.8728,"Kalimantan, Indonesia"
38,Njerep,Cameroon,CMR,Critically endangered,4,6.4572,11.2884,
2120,Ouma,Papua New Guinea,PNG,Critically endangered,4,-10.233,149.1,Central Province
2072,Paakantyi,Australia,AUS,Critically endangered,4,-31.5598,143.3935,
2563,Saponi,Indonesia,IDN,Critically endangered,4,-2.4025,136.5037,Irian Jaya
2139,Tanema,Solomon Islands,SLB,Critically endangered,4,-11.6986,166.9111,Vanikoro
658,Tehuelche,Argentina,ARG,Critically endangered,4,-51.5087,-70.3125,Patagonia
1462,Totoró,Colombia,COL,Critically endangered,4,2.504,-76.4016,
235,Waanyi,Australia,AUS,Critically endangered,4,-17.7486,138.2739,
248,Worrorra,Australia,AUS,Critically endangered,4,-16.4887,124.6289,
1370,Awakatek (Mexico),Mexico,MEX,Critically endangered,3,19.3481,-90.7177,"Localities of Maya Tecún I, Maya Teceun II and Santo Domingo Kesté in the municipality of Champotón in the state of Campeche"
44,Baldemu,Cameroon,CMR,Critically endangered,3,10.5742,14.5623,
37,Bung,Cameroon,CMR,Critically endangered,3,6.5718,11.8267,
580,Canichana,Bolivia (Plurinational State of),BOL,Extinct,3,-14.5835,-64.9731,"San Pedro, province of Cercado, department of Beni"
835,Central Pomo,United States of America,USA,Critically endangered,3,38.9704,-123.6893,speakers on the California coast at Point Arena-Manchester and about 40 miles inland in the Hopland area.
